Country Name,Date,Access to electricity (% of population),Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agriculture, forestry, and fishing, value added (% of GDP)","Annual freshwater withdrawals, total (% of internal resources)","Annual freshwater withdrawals, total (billion cubic meters)",Arable land (% of land area),Average precipitation in depth (mm per year),CO2 emissions (kg per 2015 US$ of GDP),CO2 emissions (kg per 2017 PPP $ of GDP),CO2 emissions (kg per PPP $ of GDP),CO2 emissions (kt),CO2 emissions (metric tons per capita),CO2 emissions from gaseous fuel consumption (% of total),CO2 emissions from gaseous fuel consumption (kt),CO2 emissions from liquid fuel consumption (% of total),CO2 emissions from liquid fuel consumption (kt),CO2 emissions from solid fuel consumption (% of total),CO2 emissions from solid fuel consumption (kt),CO2 intensity (kg per kg of oil equivalent energy use),CPIA public sector management and institutions cluster average (1=low to 6=high),Cereal yield (kg per hectare),"Community health workers (per 1,000 people)",Disaster risk reduction progress score (1-5 scale; 5=best),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",Ease of doing business rank (1=most business-friendly regulations),Electric power consumption (kWh per capita),Electricity production from coal sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),"Electricity production from renewable sources, excluding hydroelectric (% of total)","Electricity production from renewable sources, excluding hydroelectric (kWh)",Energy use (kg of oil equivalent per capita),"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)","Foreign direct investment, net inflows (% of GDP)",Forest area (% of land area),Forest area (sq. km),GHG net emissions/removals by LUCF (Mt of CO2 equivalent),HFC gas emissions (thousand metric tons of CO2 equivalent),Land area where elevation is below 5 meters (% of total land area),Marine protected areas (% of territorial waters),Methane emissions (% change from 1990),Methane emissions (kt of CO2 equivalent),"Mortality rate, under-5 (per 1,000 live births)",Nitrous oxide emissions (% change from 1990),Nitrous oxide emissions (thousand metric tons of CO2 equivalent),Other greenhouse gas emissions (% change from 1990),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",PFC gas emissions (thousand metric tons of CO2 equivalent),Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),Population living in areas where elevation is below 5 meters (% of total population),"Population, total",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),"Prevalence of underweight, weight for age (% of children under 5)","Primary completion rate, total (% of relevant age group)",Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population living in areas where elevation is below 5 meters (% of total population),SF6 gas emissions (thousand metric tons of CO2 equivalent),"School enrollment, primary and secondary (gross), gender parity index (GPI)",Terrestrial and marine protected areas (% of total territorial area),Terrestrial protected areas (% of total land area),Total greenhouse gas emissions (% change from 1990),Total greenhouse gas emissions (kt of CO2 equivalent),Urban land area where elevation is below 5 meters (% of total land area),Urban land area where elevation is below 5 meters (sq. km),Urban population,Urban population (% of total population),Urban population growth (annual %),Urban population living in areas where elevation is below 5 meters (% of total population)
Cote d'Ivoire,2016 [YR2016],64.3,..,66.6666666666667,212000,19.7403703661225,..,..,11.0062893081761,..,0.189802142495875,0.0847590366234819,0.0827638383696121,9320,0.391223069937504,46.3096459227468,4316.059,38.204474248927,3560.657,0,0,..,3.2,2230.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.20479671875659,10.3404402515723,32882.6,..,..,..,0.074352759,..,6910,88,..,3680,..,2083.5084228516,..,2.53612860524997,19.5560743132419,..,23822726,..,12.8,64.1632080078125,..,64.2783966064453,..,..,..,..,0.833500027656555,14.8914750759545,22.88,..,22730,..,..,11883014,49.881,3.41607091105072,..
Cote d'Ivoire,2017 [YR2017],65.6,..,66.6666666666667,212000,18.737486650814,1.51223321186882,1.162,11.0062893081761,1348,0.196898094305768,0.0879278419458256,0.0879278419458256,10380,0.424757467782576,..,..,..,..,..,..,..,3.2,2254.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.88999767201244,9.98544025157233,31753.7,..,..,..,0.0745659769547534,..,6540,85.3,..,3080,..,..,..,2.54778157022741,19.5928261819194,..,24437475,..,..,71.5998992919922,..,62.6884994506836,..,..,..,..,0.850669980049133,14.8915471093909,22.8846634839832,..,23120,..,..,12298404,50.326,3.43595124009,..
Cote d'Ivoire,2018 [YR2018],67.1723709106445,..,66.6666666666667,212000,20.5485703581492,..,..,11.0062893081761,..,0.175865066870748,0.0785352232997726,0.0766938191854361,9910,0.39530538358065,..,..,..,..,..,..,..,3.3,2278,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.06932420831873,9.63044025157233,30624.8,..,..,..,0.0745659769547534,..,6560,82.4,..,3030,..,..,..,2.55232234123969,19.6287512027695,..,25069226,..,..,74.6025772094727,..,63.532600402832,..,..,..,..,0.867879986763,14.8915471093909,22.8846634839832,..,22900,..,..,12729902,50.779,3.44842163275692,..
Cote d'Ivoire,2019 [YR2019],68.5501098632813,..,..,..,20.671221079934,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5,..,..,..,..,110,..,..,..,..,..,..,..,..,..,..,1.45010160325616,9.27547169811321,29496,..,..,..,..,..,..,79.3,..,..,..,..,..,2.54938709160815,19.6704037407189,..,25716554,..,..,78.750846862793,..,..,..,..,..,..,0.884140014648438,..,..,..,..,..,..,13176905,51.239,3.45119618160373,..
Cote d'Ivoire,2020 [YR2020],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.92047169811321,28367.1,..,..,..,..,..,..,..,..,..,..,..,..,2.54058456481746,19.7236627489857,..,26378275,..,..,80.5055084228516,..,..,..,..,..,..,0.897989988327026,..,..,..,..,..,..,13639151,51.706,3.44787310709891,..
Croatia,1990 [YR1990],100,..,..,..,..,..,..,..,..,..,..,..,20330,4.25548126081139,..,..,..,..,..,..,2.14794286662152,..,..,..,..,..,..,2966.2776658612,7.42661664091812,45.4314720812183,15.0518649304789,0,31.9686603398808,0.121386007503862,11000000,1981.18922385715,..,..,33.0888928635307,18500,-6.93357778267283,0,1.006021864,..,..,4110,12.8,..,3010,..,-3580.7338867188,890.4,0.211805086145315,..,1.847955118,4777368,..,..,..,45.5528580887221,21.9231797129439,0.820584988,462.1728821,0.888996401,0,..,..,..,..,28690,0.185436876,104.4424362,2438225,51.037,0.89993492470776,0.958958717
Croatia,2000 [YR2000],100,..,20.9086031121445,11690,5.00880541214274,..,..,15.059917724915,..,0.463145669564439,0.2221544937819,0.381543710564605,18050,4.03956581269574,28.0357894736842,5060.46,62.3085263157895,11246.689,8.91863157894737,1609.813,2.15236220261181,..,4114.8,..,..,..,..,2828.81506218693,13.770753795614,57.2937938382314,13.9483263784072,0,14.9782473586078,0.00887862913966084,1000000,1876.80577543774,103.21427012253,4.6920647300459,33.7148989447326,18850,-7.21789478448171,16.3,1.006021864,..,-5.09992942769219,3300,8.3,-20.0745222846516,2490,-48.8760378707506,207.309082031199,63,-0.986434858645568,..,1.850475831,4468302,..,..,90.8820571899414,57.302672467371,26.7880992889404,0.820584988,462.1728821,0.902491368,0,1.01084995269775,..,..,-21.3687320645676,25330,0.185436876,104.4424362,2387324,53.428,-0.555021490838623,0.947984463
Croatia,2011 [YR2011],100,..,23.6972837741244,13261,3.68296629648846,..,..,16.0239456754825,..,0.38135198054684,0.18292097229535,0.213798720444331,19040,4.44795172290382,30.9114233193277,5885.535,52.5783088235294,10010.91,14.0594012605042,2676.91,2.07805860430861,..,5220,..,..,..,..,3900.60136120405,22.9633582355034,44.7616506581288,23.310209889719,0,6.68801138384916,2.27676983279972,256000000,2140.43613287975,88.0249343863957,1.9971575751643,34.3173695496783,19204,..,..,..,..,15.684937909992,3790,5.3,-38.7639197604161,2650,-89.9944556062904,-1130.5317382813,..,-0.345264228485821,..,..,4280622,0.7,..,93.0890121459961,47.0384204909285,27.1821994781494,..,..,..,..,1.02679002285004,..,..,-12.3244631039618,25890,..,..,2368126,55.322,-0.042936131160119,..
Croatia,2012 [YR2012],100,..,23.7848463187991,13310,3.33836344130566,1.75331564986737,0.661,16.1972837741244,1113,0.35827531216791,0.171851915800198,0.193271366045193,17460,4.09133279500829,31.6504524627721,5526.169,51.4976174112257,8991.484,13.7354982817869,2398.218,2.02465815629944,..,4573.6,..,..,..,..,3819.28025348455,21.1271594449165,45.6622297743793,23.7043330501274,0,5.49419427924101,4.01208345133579,425000000,2020.7523834474,84.8794722533804,2.58939346278042,34.3245175125089,19208,..,..,..,..,13.0211237976313,3730,5.2,-39.7037199708472,2350,-89.9944556062847,-1521.1088867188,..,-0.305655944795909,..,..,4267558,0.8,..,92.7430114746094,49.6743132257151,29.426399230957,..,..,..,..,1.02674996852875,..,..,-12.4179209801836,23950,..,..,2368751,55.506,0.0263886946453169,..
Croatia,2013 [YR2013],100,0.854973521342436,28.0075053609721,15673,3.50315148783872,..,..,15.6611865618299,..,0.351227315540905,0.168471242664851,0.183499380063628,17040,4.00405198782148,30.6659330985916,5225.475,50.4427699530516,8595.448,15.0424471830986,2563.233,2.01830570106216,..,5444.9,..,..,..,..,3754.26869773614,17.3585717358572,61.8197461819746,14.4905714490571,0,1.64910016491002,4.68201046820105,653000000,1983.86794711738,83.4716180884745,1.610661994771,34.3316654753395,19212,..,..,..,..,..,3630,5.1,..,1740,..,-1440.7939453125,..,-0.278509062850129,..,..,4255689,0.7,..,94.9645233154297,66.5017566501757,32.8404998779297,..,..,..,..,1.02403998374939,..,..,..,22830,..,..,2370674,55.706,0.0811490889940271,..
Croatia,2014 [YR2014],100,..,26.6566531189256,15085,2.98715807805327,..,..,14.3647287506627,..,0.337952912100862,0.162103983786553,0.174755615446774,16340,3.85523839364438,28.2991860465116,4624.087,52.5812790697674,8591.781,15.0360465116279,2456.89,2.03138148735167,..,6027.7,..,..,..,..,3714.38298844207,17.6242929443287,67.0363203334326,7.45757665972016,0,0.960107174754391,6.92170288776422,930000000,1897.84066540377,79.7998725477654,5.52401987149705,33.9565294221594,19216,..,..,..,..,..,3630,5,..,1710,..,-1565.5239257813,..,-0.407343184777633,..,..,4238389,1,..,97.9385604858398,73.9580232211968,33.6200981140137,..,..,..,..,1.02324998378754,..,..,..,22100,..,..,2370234,55.923,-0.0185618451682002,..
Croatia,2015 [YR2015],100,..,27.1638098603994,15372,3.01033688689031,..,..,14.9089945220004,..,0.33679451276763,0.161548340855219,0.172484511359674,16680,3.96802362924766,28.5797362110312,4767.1,54.103639088729,9024.487,13.784226618705,2299.209,..,..,5695,..,..,..,..,..,20.5552589428724,56.869549741947,10.6513614522157,..,1.96654208933974,9.9572877736252,1119000000,..,..,0.105553756252527,33.9635978088001,19220,..,..,..,..,..,3720,4.9,..,1850,..,-1718.3393554688,..,-0.824099163913538,..,..,4203604,0.6,..,103.484039306641,66.8268375155722,33.1091003417969,..,..,..,..,1.03193998336792,..,..,..,22690,..,..,2360534,56.155,-0.410081982186149,..
Croatia,2016 [YR2016],100,1.01552393272962,27.3193143664958,15460,3.11000074522126,..,..,15.4444248100371,..,0.330483546740835,0.158521195066992,0.163131825366595,16940,4.05811780471638,29.3533175914994,4972.452,52.5155962219599,8896.142,14.5900708382527,2471.558,..,..,6665.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.811053173161763,34.0010637921894,19241.202,..,..,..,8.540921417,..,3740,4.9,..,1630,..,-2048.1945800781,..,-0.69838345731273,..,..,4174349,0.6,..,101.019996643066,..,31.8474006652832,..,..,..,..,1.03201997280121,23.5064099082696,38.11,..,22730,..,..,2354458,56.403,-0.257731226832978,..
Croatia,2017 [YR2017],100,..,26.4534370030041,14970,2.93188889145942,1.78488063660477,0.6729,14.4371797137303,1113,0.32968002863139,0.158135776028062,0.158135776028062,17480,4.23805761188363,..,..,..,..,..,..,..,..,5704.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.859425352928817,34.1333875242976,19316.084,..,..,..,8.54108490852191,..,3760,4.9,..,1760,..,..,..,-1.20061016480925,..,..,4124531,0.5,..,95.5471572875977,..,29.8036003112793,..,..,..,..,1.03298997879028,23.5817265852557,38.2536302140039,..,23400,..,..,2337248,56.667,-0.733638347773647,..
Croatia,2018 [YR2018],100,..,26.2237144371797,14840,2.99706841694723,..,..,14.207457147906,..,0.30416586608516,0.145897540334187,0.14204221802669,16580,4.05592876243046,..,..,..,..,..,..,..,..,6975.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.9759823388619,34.1775932143488,19341.1,..,..,..,8.54108490852191,..,3820,4.8,..,1790,..,..,..,-0.893486927711056,..,..,4087843,0.4,..,94.8478088378906,..,32.8473014831543,..,..,..,..,1.03264999389648,23.5817265852557,38.2536302140039,..,22550,..,..,2327904,56.947,-0.400587697691305,..
Croatia,2019 [YR2019],100,..,..,..,2.92000602707201,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,..,..,..,..,..,..,..,..,..,..,1.92592988231464,34.2217706308535,19366.1,..,..,..,..,..,..,4.8,..,..,..,..,..,-0.554146739042888,..,..,4065253,..,..,94.5315399169922,..,..,..,..,..,..,1.03872001171112,..,..,..,..,..,..,2327032,57.242,-0.037465606839713,..
Croatia,2020 [YR2020],..,..,..,..,3.27416500662687,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.2659480473582,19391.1,..,..,..,..,..,..,..,..,..,..,..,..,-0.445069568982822,..,..,4047200,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2329285,57.553,0.0967717694402532,..
Cuba,1990 [YR1990],..,..,62.7653631284916,67410,13.0405490537015,..,..,31.5735567970205,..,0.671286803717081,..,..,35410,3.34151616318074,0.196760802033324,69.673,87.1236119740186,30850.471,1.55337475289466,550.05,2.03409863925062,..,2342.1,..,..,..,..,1212.32584434857,0,0.605697550585729,0.159744408945687,0,87.4534078807242,9.64456869009585,1449000000,1642.75030654943,..,..,19.1620111731844,20580,..,0,8.486184035,..,..,12630,13.5,..,6350,..,-1423.5234375,0,0.881662572796485,19.8960440261033,2.98372601,10596986,..,..,92.9729614257813,10.2502662406816,42.89020109637,8.329352249,9163.390625,1.606982038,0,1.04846000671387,..,..,..,54480,0.156831786,172.5357361,7774373,73.364,1.53260469595865,1.376743972
Cuba,2000 [YR2000],97,..,61.024208566108,65540,6.60125501383918,..,..,32.6256983240223,..,0.617287302141588,..,..,28200,2.53450727156428,3.91406737588652,1103.767,85.3942872340425,24081.189,0.299081560283688,84.341,2.2139583479066,..,2528.4,..,..,..,..,1137.92186401685,0,0.592070250133049,8.69478445981905,0,57.064928153273,6.27993613624268,944000000,1144.78543553485,..,..,22.6722532588454,24350,..,34.2,8.486184035,..,-12.4447650077516,12540,8.8,-24.5012425018685,3740,-72.532385446754,-435.201538085901,0,0.375938667511143,19.6463229916749,2.9048968,11126423,..,3.4,95.5450592041016,6.87200638637573,34.4347991943359,8.329352249,9163.390625,1.480686679,0,0.988499999046326,..,..,-18.9089783656091,44590,0.156831786,172.5357361,8380756,75.323,0.687090432180501,1.424210121
Cuba,2011 [YR2011],97.7230682373047,..,59.9627560521415,64078,3.60487027105378,..,..,31.0790451325529,..,0.365871081904754,..,..,28540,2.53989816022913,6.86117028731605,1958.178,92.9984092501752,26541.746,0.0385459004905396,11.001,2.45918879685265,..,2619.1,..,4.5,..,..,1332.5120936619,0,0.557432432432432,11.5653153153153,0,44.4707207207207,2.66891891891892,474000000,1032.81950677385,..,..,27.9086306766608,29824,..,..,..,..,-29.7303056681672,13360,6.1,-39.6825359814487,3720,-68.5743825287902,-467.488769531301,..,0.0964985990967583,19.0064210298584,..,11236671,..,..,95.780632019043,3.22635135135135,17.8328990936279,..,..,..,..,0.989809989929199,..,..,-10.2959599497168,45950,..,..,8617291,76.689,0.216543565071862,..
Cuba,2012 [YR2012],97.9287872314453,..,60.062447842924,64056,3.85009775638835,17.432799929958,6.6453833333,29.3945559733331,1335,0.35902102859478,..,..,28850,2.56282428388382,6.88912998266898,1987.514,93.0159653379549,26835.106,0.050842287694974,14.668,2.40563390287793,..,2803.2,..,..,..,..,1379.21697856431,0,0.602344258736705,11.3522899934882,0,45.0835684827437,3.10939874104623,573000000,1065.34260296957,..,..,28.4372099128918,30328,..,..,..,..,-29.0345661203273,13330,6,-39.0853333674036,3650,-68.57438252879,-699.1748046875,..,0.1817480467984,18.9065010635055,..,11257112,..,..,94.9207000732422,3.71174299978294,18.6109008789063,..,..,..,..,0.997210025787354,..,..,-8.10868625630022,46190,..,..,8643323,76.781,0.301634921415634,..
Cuba,2013 [YR2013],98.1586227416992,..,60.8549222797927,63423,3.92492352361694,..,..,30.2859336019958,..,0.331252910530145,..,..,27350,2.42406043506168,7.4814844606947,2046.186,91.5610347349177,25041.943,0.134076782449726,36.67,2.3715070237795,..,2903.8,..,..,..,..,1435.55783790472,0,0.663531870428422,10.3814002089864,0,48.3437826541275,3.68861024033438,706000000,1022.16034393119,..,..,29.5835732105162,30832,..,..,..,..,..,13350,5.8,..,3760,..,-1077.7893066406,..,0.22724223275672,18.7987260520998,..,11282722,..,..,93.8607711791992,4.3521421107628,18.1702995300293,..,..,..,..,0.992250025272369,..,..,..,44850,..,..,8668177,76.827,0.287138804569175,..
Cuba,2014 [YR2014],98.4085464477539,..,60.3622380311479,62788.8,3.93771077167229,..,..,29.6863103249375,..,0.322185309339041,..,..,26880,2.3773075382494,8.58088913690476,2306.543,91.2384523809524,24524.896,0.0136421130952381,3.667,2.29761381522364,..,2813.7,..,..,..,..,1450.8828186377,0,0.537023649695342,14.4273468966229,0,45.9361768047093,3.48032634514097,674000000,1034.68542994376,..,..,30.1249759661604,31336,..,..,..,..,..,13280,5.7,..,3950,..,-1541.9198608398,..,0.214142579335342,18.7447780821443,..,11306909,..,..,98.0944290161133,4.01734999483631,22.4211006164551,..,..,..,..,0.982819974422455,..,..,..,44520,..,..,8690603,76.861,0.258382357246299,..
Cuba,2015 [YR2015],98.6745452880859,..,59.9452449567723,62403,3.83551582064201,..,..,28.9500480307397,..,0.315494703499248,..,..,27490,2.42742086665371,8.69728628592215,2390.884,94.8697853765005,26079.704,0.0800363768643143,22.002,..,..,2964.6,..,..,..,..,..,0,0.236593059936909,14.5406151419558,..,45.9680599369085,3.71155362776025,753000000,..,..,..,30.5859750240154,31840,..,..,..,..,..,12780,5.6,..,3840,..,-1955.4883422852,..,0.157902541706838,18.7526606484172,..,11324777,..,..,97.0762405395508,3.94814668769716,20.0916996002197,..,..,..,..,0.985199987888336,..,..,..,44560,..,..,8708301,76.896,0.203438171782601,..
Cuba,2016 [YR2016],98.9525985717773,..,59.8490965013456,62267,3.93892962679216,..,..,28.7312572087659,..,0.324843422861838,..,..,28450,2.50990109666357,8.00424253075571,2277.207,88.768467486819,25254.629,0.0257785588752197,7.334,..,..,2939.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.1514801999231,32410,..,..,..,4.324744631,..,12980,5.5,..,3740,..,-1459.1163330078,..,0.0911831698686808,18.773116233211,..,11335108,..,..,92.8256072998047,..,14.0478000640869,..,..,..,..,0.991129994392395,7.18434684613918,16.55,..,45650,..,..,8720099,76.93,0.135388237613795,..
Cuba,2017 [YR2017],99.2386932373047,..,60.6936416184971,63000,3.80068352417631,18.2528856243442,6.958,28.0211946050096,1335,0.287668807451113,..,..,25650,2.26205337123118,..,..,..,..,..,..,..,..,2854.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.233140655106,32420,..,..,..,4.3249505259467,..,12600,5.3,..,3700,..,..,..,0.036578756776887,18.8037573897051,..,11339255,..,..,89.5238189697266,..,18.9501991271973,..,..,..,..,0.98496001958847,7.18462280816919,16.5532324654921,..,42480,..,..,8728618,76.977,0.0976461556100644,..
Cuba,2018 [YR2018],99.5288009643555,..,60.6936416184971,63000,3.78310844577711,..,..,28.0211946050096,..,0.273884265867516,..,..,24970,2.20230009386014,..,..,..,..,..,..,..,..,2876.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.233140655106,32420,..,..,..,4.3249505259467,..,12690,5.2,..,3620,..,..,..,-0.00978066226269748,18.8431865315546,..,11338146,..,..,84.1314086914063,..,20.8512992858887,..,..,..,..,0.986819982528687,7.18462280816919,16.5532324654921,..,41860,..,..,8734568,77.037,0.0681433528823591,..
Cuba,2019 [YR2019],99.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.233140655106,32420,..,..,..,..,..,..,5.1,..,..,..,..,..,-0.0411262892496893,18.8681521057426,..,11333484,..,2.4,86.5321502685547,..,..,..,..,..,..,0.988439977169037,..,..,..,..,..,..,8739136,77.109,0.0522842793269376,..
Cuba,2020 [YR2020],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.233140655106,32420,..,..,..,..,..,..,..,..,..,..,..,..,-0.0606175631202249,18.8972858265876,..,11326616,..,..,95.3008804321289,..,..,..,..,..,..,0.988740026950836,..,..,..,..,..,..,8743468,77.194,0.0495578357624637,..
Curacao,1990 [YR1990],100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4662.99862448418,..,..,..,..,..,..,..,10030.15130674,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.05153583877637,..,..,145400,..,..,..,0,0,..,..,..,..,..,..,..,..,..,..,..,123122,84.678,-0.728323550974688,..
Curacao,2000 [YR2000],100,..,..,..,0.547435712443223,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7291.19976094427,..,..,..,..,..,..,..,15720.1105632751,529.83425342904,..,0.157657657657658,0.7,..,..,..,..,..,..,..,..,..,..,..,..,-4.07538613162288,..,..,133860,..,..,..,0.713648528099911,0.0720999985933304,..,..,..,..,..,..,..,..,..,..,..,121481,90.752,-3.46254083518543,..
Curacao,2011 [YR2011],100,..,..,..,0.402984053583785,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7379.11967698948,..,..,..,..,..,..,..,16064.0518195862,567.372734597389,2.32014492085642,0.157657657657658,0.7,..,..,..,..,..,..,..,..,..,..,..,..,1.42089766276671,..,..,150831,..,..,..,2.41509433962264,0.472000002861023,..,..,..,..,..,..,..,..,..,..,..,135409,89.775,1.27686610304306,..
Curacao,2012 [YR2012],100,..,..,..,0.249933002204236,..,..,..,..,..,..,..,..,..,..,0,..,5999.212,..,0,..,..,..,..,..,..,..,5062.85834516859,..,..,..,..,..,..,..,13395.3697859134,477.722987278356,2.22612889055576,0.157657657657658,0.7,..,..,..,..,..,..,..,..,..,..,..,..,0.829929595036991,..,..,152088,..,..,..,3.48964013086151,0.712499976158142,..,..,..,..,..,..,..,..,..,..,..,136353,89.654,0.694728326126186,..
Curacao,2013 [YR2013],100,..,..,..,0.36655388586166,..,..,..,..,..,..,..,..,..,..,0,..,5214.474,..,0,..,..,..,..,..,..,..,4934.27468112494,..,..,..,..,..,..,..,11727.5097190259,426.396142446494,-0.0479213408462161,0.157657657657658,0.7,..,..,..,..,..,..,..,..,..,..,..,..,1.13367890654299,..,..,153822,..,..,..,3.53982300884956,1.38810002803802,..,..,..,..,1.00251996517181,..,..,..,..,..,..,137738,89.544,1.01062186510087,..
Curacao,2014 [YR2014],100,..,..,..,0.23725106511898,..,..,..,..,..,..,..,..,..,..,0,..,5881.868,..,0,..,..,..,..,..,..,..,4797.67043595944,..,..,..,..,..,..,..,12650.8604378195,471.579105508048,2.19402092859654,0.157657657657658,0.7,..,..,..,..,..,..,..,..,..,..,..,..,1.34764139563651,..,..,155909,..,..,..,3.59147025813693,1.65719997882843,..,..,..,..,..,..,..,..,..,..,..,139450,89.443,1.23527841727163,..
Curacao,2015 [YR2015],100,..,..,..,0.410771488565693,..,..,..,..,..,..,..,..,..,..,275.025,..,6120.223,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.64593588817623,0.157657657657658,0.7,..,..,..,..,..,..,..,..,..,..,..,..,1.31959390251523,..,..,157980,..,..,..,3.7122969837587,1.60150003433228,..,..,..,..,..,..,..,..,..,..,..,141158,89.352,1.21737163135625,..
Curacao,2016 [YR2016],100,..,..,..,0.379413076866674,..,..,..,..,..,..,..,..,..,..,275.025,..,5115.465,..,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.2623807201688,0.157657657657658,0.7,..,..,..,0.032749304,..,..,..,..,..,..,..,..,1.06031644056836,..,..,159664,..,..,..,..,1.73570001125336,..,..,..,..,..,0.258181114051507,15.52,..,..,..,..,142535,89.272,0.970775319854354,..
Curacao,2017 [YR2017],100,..,..,..,0.379562947645398,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.5406854901672,0.157657657657658,0.7,..,..,..,0.0341709310928601,..,..,..,..,..,..,..,..,0.319536038312865,..,..,160175,..,..,..,..,2.22469997406006,..,..,..,..,..,0.258715834177835,15.4623806987241,..,..,..,..,142881,89.203,0.242453239827214,..
Curacao,2018 [YR2018],100,..,..,..,0.36932067721061,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.05782379263103,0.157657657657658,0.7,..,..,..,0.0341709310928601,..,..,..,..,..,..,..,..,-0.525178744011738,..,..,159336,..,..,..,..,3.01510000228882,..,..,..,..,..,0.258715834177835,15.4623806987241,..,..,..,..,142040,89.145,-0.590340790898889,..
Curacao,2019 [YR2019],100,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.5222828372537,0.157657657657658,0.7,..,..,..,..,..,..,..,..,..,..,..,..,-1.19643951751799,..,..,157441,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,140277,89.098,-1.24896688314182,..
Curacao,2020 [YR2020],..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.157657657657658,0.7,..,..,..,..,..,..,..,..,..,..,..,..,-1.55353494887349,..,..,155014,..,..,..,..,..,..,..,..,..,1.08203995227814,..,..,..,..,..,..,138059,89.062,-1.5937909221954,..
Cyprus,1990 [YR1990],100,..,17.3809523809524,1606,6.8591767823588,..,..,11.4285714285714,..,0.457960391141049,0.310976972442188,0.590520878353102,4560,5.94821918665929,0,0,85.2416666666667,3887.02,5.62916666666667,256.69,3.3403852577664,..,1886,..,..,..,..,2430.16060191804,0,0,0,0,100,0,0,1780.6985505129,93.0961396501096,2.26457722241848,17.4361471861472,1611.1,..,0,1.672016061,..,..,530,11.2,..,320,..,37.3974914550799,0,2.05231169930755,..,5.53196556,766616,..,..,78.5998611450195,0,0.495929367042497,0.789283887,72.85275269,0.585736296,0,1.01095998287201,..,..,..,5410,0.882732174,81.4782486,511916,66.776,2.67575816065403,4.946229264
